"Danaher Corporation"	"DHR"	"N - New York"	"56  - Healthcare"	"56101010 - Advanced Medical Equipment & Technology"	12/31/2020	03/31/2020	1.058	1.210	0.900	1.128	1.385	15.000	2.000	14.000	0.086	1.256	1.420	1.090	1.283	1.371	15.000	4.000	11.000	0.075	4.935	5.270	4.600	5.032	5.416	17.000	3.000	15.000	0.156	5.848	6.430	5.300	5.821	6.151	16.000	4.000	10.000	0.269	6.538	7.100	6.150	6.423	6.638	10.000	5.000	3.000	0.329	10.312	12.736	6.200	12.424	3.000	1.000	3.000	3.580	05/06/2020	1.050	0.035	1.015	3.400	0.105	0.300	01/30/2020	1.280	0.028	1.252	2.200	0.015	1.900
"Walt Disney Co"	"DIS"	"N - New York"	"53  - Consumer Cyclicals"	"53302020 - Broadcasting"	09/30/2020	03/31/2020	-0.535	0.245	-1.200	-0.486	1.386	22.000	1.000	4.000	0.401	-0.109	0.440	-1.007	-0.019	1.179	21.000	1.000	5.000	0.461	1.667	2.913	0.410	1.986	5.447	17.000	0.000	8.000	0.684	3.404	5.185	1.310	3.572	6.215	25.000	1.000	6.000	1.128	5.287	6.960	3.590	5.343	6.944	17.000	2.000	4.000	0.743	0.747	5.300	-5.059	0.487	3.000	2.000	0.000	5.292	05/05/2020	0.600	-0.285	0.885	-32.200	0.162	-1.800	02/04/2020	1.530	0.089	1.441	6.200	0.102	0.900
"Discovery Inc"	"DISCA"	"M - Nasdaq"	"53  - Consumer Cyclicals"	"53302020 - Broadcasting"	12/31/2020	03/31/2020	0.689	0.840	0.360	0.741	1.089	19.000	3.000	8.000	0.113	0.653	0.840	0.400	0.658	0.865	19.000	3.000	7.000	0.100	2.895	3.210	2.260	2.951	3.889	20.000	3.000	7.000	0.232	3.170	3.690	2.410	3.296	4.317	21.000	5.000	5.000	0.322	3.672	4.353	3.160	3.865	4.730	14.000	5.000	4.000	0.301	2.555	5.711	-0.600	9.928	2.000	0.000	0.000	4.463	05/06/2020	0.870	0.029	0.841	3.400	0.057	0.500	02/27/2020	0.980	0.057	0.923	6.200	0.049	1.200
"DISH Network Corp"	"DISH"	"M - Nasdaq"	"53  - Consumer Cyclicals"	"53302020 - Broadcasting"	12/31/2020	03/31/2020	0.582	0.720	0.410	0.562	0.550	15.000	7.000	5.000	0.084	0.523	0.760	0.390	0.556	0.542	14.000	4.000	7.000	0.102	1.895	2.830	1.341	1.983	2.047	18.000	1.000	4.000	0.368	1.953	2.770	0.940	1.917	1.735	18.000	3.000	2.000	0.522	1.586	2.440	0.900	1.528	1.640	11.000	5.000	0.000	0.444	-14.400	-7.100	-25.099	-14.212	3.000	1.000	1.000	9.469	05/07/2020	0.130	-0.445	0.575	-77.400	0.061	-7.300	02/19/2020	0.690	0.098	0.592	16.600	0.068	1.400
"Digital Realty Trust, Inc."	"DLR"	"N - New York"	"55  - Financials"	"55403020 - REITs - Commercial"	12/31/2020	03/31/2020	0.305	0.750	0.040	0.297	0.356	13.000	1.000	1.000	0.161	0.315	0.760	0.040	0.308	0.373	13.000	2.000	0.000	0.158	1.747	3.190	0.920	1.636	1.601	16.000	3.000	1.000	0.473	1.664	4.430	0.440	1.670	2.059	15.000	2.000	1.000	0.890	2.310	5.110	1.158	2.374	2.433	8.000	1.000	0.000	1.294	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/07/2020	0.900	0.558	0.342	163.200	0.226	2.500	02/13/2020	1.500	1.117	0.383	291.600	0.381	2.900
"Dollar Tree, Inc."	"DLTR"	"M - Nasdaq"	"53  - Consumer Cyclicals"	"53402020 - Retailers - Discount Stores"	01/31/2021	04/30/2020	0.920	1.200	0.700	0.772	1.064	23.000	18.000	4.000	0.135	1.154	1.378	1.020	1.120	1.304	23.000	13.000	6.000	0.075	5.056	5.557	4.750	4.751	5.935	26.000	22.000	3.000	0.191	5.605	6.340	4.990	5.428	6.639	27.000	20.000	3.000	0.290	6.076	6.616	5.310	5.771	6.805	11.000	9.000	1.000	0.348	6.962	8.970	2.977	7.034	4.000	2.000	1.000	2.809	05/28/2020	1.040	0.193	0.847	22.800	0.129	1.500	03/04/2020	1.790	0.036	1.754	2.100	0.029	1.200
"Dover Corp"	"DOV"	"N - New York"	"52  - Industrials"	"52102010 - Industrial Machinery & Equipment"	12/31/2020	03/31/2020	0.920	1.050	0.690	0.935	1.587	16.000	1.000	2.000	0.112	1.223	1.400	0.930	1.231	1.669	16.000	1.000	2.000	0.106	4.860	5.250	3.950	4.849	6.263	16.000	2.000	1.000	0.302	5.592	6.500	4.400	5.641	6.678	17.000	0.000	2.000	0.486	6.301	7.200	5.595	6.308	7.213	7.000	0.000	1.000	0.576	7.200	7.200	7.200	7.200	1.000	0.000	0.000	-9999999999.990	04/21/2020	1.390	0.177	1.213	14.600	0.106	1.700	01/30/2020	1.540	0.087	1.453	6.000	0.009	9.700
"Domino's Pizza, Inc."	"DPZ"	"N - New York"	"53  - Consumer Cyclicals"	"53301020 - Restaurants & Bars"	12/31/2020	03/31/2020	2.175	2.500	1.790	1.998	2.308	26.000	19.000	0.000	0.181	2.369	2.810	2.060	2.280	2.396	26.000	18.000	1.000	0.151	11.291	12.860	10.500	10.922	10.659	28.000	20.000	0.000	0.494	12.121	14.140	11.270	11.878	12.114	28.000	17.000	2.000	0.623	13.592	14.510	12.750	13.396	14.320	12.000	6.000	2.000	0.518	12.296	14.351	10.000	11.926	5.000	2.000	0.000	1.694	04/23/2020	3.070	0.749	2.321	32.300	0.086	8.700	02/20/2020	3.130	0.154	2.976	5.200	0.067	2.300
"Duke Realty Corp"	"DRE"	"N - New York"	"55  - Financials"	"55403020 - REITs - Commercial"	12/31/2020	03/31/2020	0.125	0.130	0.120	0.127	0.135	2.000	1.000	2.000	0.007	0.133	0.160	0.120	0.123	0.135	3.000	0.000	3.000	0.023	0.474	0.560	0.410	0.499	0.532	4.000	0.000	5.000	0.068	0.563	0.690	0.450	0.549	0.585	5.000	1.000	4.000	0.107	0.549	0.597	0.500	0.583	0.618	2.000	0.000	2.000	0.069	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	04/29/2020	0.050	-0.050	0.100	-50.000	0.000	-9999999999.990	01/29/2020	0.230	0.102	0.128	79.700	0.023	4.400
"Darden Restaurants, Inc."	"DRI"	"N - New York"	"53  - Consumer Cyclicals"	"53301020 - Restaurants & Bars"	05/31/2020	02/29/2020	-1.713	-0.560	-4.070	-1.928	2.051	26.000	12.000	3.000	0.638	-0.357	1.010	-1.460	-0.359	1.501	22.000	7.000	6.000	0.546	2.652	3.800	0.350	2.479	6.402	30.000	12.000	4.000	0.620	2.464	5.570	0.320	2.610	6.813	30.000	7.000	9.000	1.167	5.491	6.710	4.190	5.370	7.440	18.000	4.000	5.000	0.687	-4.183	1.000	-8.750	-4.183	3.000	0.000	0.000	4.904	03/19/2020	1.900	0.021	1.879	1.100	0.036	0.600	12/19/2019	1.120	0.052	1.068	4.900	0.027	1.900
"DTE Energy Co"	"DTE"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	1.133	1.340	1.030	1.114	1.269	12.000	1.000	2.000	0.093	1.921	2.190	1.690	1.884	1.890	12.000	2.000	1.000	0.126	6.573	6.760	6.470	6.548	6.598	16.000	3.000	0.000	0.078	7.078	7.280	6.820	7.068	7.077	16.000	3.000	0.000	0.115	7.445	7.780	7.230	7.451	7.498	13.000	1.000	1.000	0.156	5.843	6.000	5.600	5.965	3.000	0.000	0.000	0.214	04/28/2020	1.660	-0.077	1.737	-4.400	0.137	-0.600	02/05/2020	1.350	0.052	1.298	4.000	0.035	1.500
"Duke Energy Corp"	"DUK"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	1.012	1.150	0.890	1.061	1.083	8.000	2.000	5.000	0.091	1.866	1.970	1.790	1.806	1.809	8.000	6.000	2.000	0.063	5.161	5.290	5.045	5.151	5.239	11.000	6.000	3.000	0.075	5.478	5.740	5.390	5.465	5.458	13.000	5.000	4.000	0.091	5.701	5.810	5.590	5.690	5.722	10.000	3.000	5.000	0.061	4.078	4.300	3.934	4.139	3.000	1.000	1.000	0.195	05/12/2020	1.140	-0.051	1.191	-4.300	0.056	-0.900	02/13/2020	0.910	0.037	0.873	4.200	0.034	1.100
"Davita Inc"	"DVA"	"N - New York"	"56  - Healthcare"	"56102010 - Healthcare Facilities & Services"	12/31/2020	03/31/2020	1.308	1.550	1.150	1.515	1.605	10.000	1.000	8.000	0.113	1.455	1.550	1.360	1.496	1.492	10.000	1.000	8.000	0.064	6.095	6.300	5.760	6.020	6.090	11.000	7.000	2.000	0.141	6.532	6.880	5.840	6.574	6.638	12.000	3.000	6.000	0.297	7.168	7.700	5.820	7.528	7.545	4.000	2.000	2.000	0.900	10.050	11.000	9.100	14.603	2.000	1.000	1.000	1.344	05/05/2020	1.830	0.356	1.474	24.200	0.068	5.200	02/10/2020	1.860	0.196	1.664	11.800	0.088	2.200
"Devon Energy Corp"	"DVN"	"N - New York"	"50  - Energy"	"50102020 - Oil & Gas - Exploration and Production"	12/31/2020	03/31/2020	-0.206	-0.055	-0.384	-0.351	0.296	24.000	18.000	2.000	0.094	-0.138	0.047	-0.300	-0.270	0.322	23.000	17.000	0.000	0.094	-0.320	0.164	-0.820	-0.989	1.410	19.000	17.000	4.000	0.270	-0.336	0.530	-1.231	-0.525	1.932	26.000	13.000	5.000	0.522	0.560	1.578	-0.710	0.429	5.620	17.000	10.000	2.000	0.617	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/05/2020	0.130	0.352	-0.222	158.600	0.167	2.100	02/18/2020	0.360	0.038	0.322	11.800	0.078	0.500
"DXC Technology Co"	"DXC"	"N - New York"	"57  - Technology"	"57201010 - IT Services & Consulting"	03/31/2021	03/31/2020	0.117	0.155	0.080	1.117	1.285	14.000	0.000	11.000	0.026	0.653	1.090	0.300	1.210	1.372	14.000	1.000	10.000	0.203	2.896	4.220	2.020	5.022	6.030	14.000	0.000	14.000	0.604	4.401	6.410	3.640	5.920	6.791	11.000	1.000	8.000	0.769	4.958	6.002	3.960	6.130	7.230	4.000	0.000	1.000	0.852	-2.570	-2.570	-2.570	-9999999999.990	1.000	2.000	0.000	-9999999999.990	05/28/2020	1.200	0.231	0.969	23.800	0.126	1.800	02/06/2020	1.250	0.164	1.086	15.100	0.041	4.000
"DexCom, Inc."	"DXCM"	"M - Nasdaq"	"56  - Healthcare"	"56101020 - Medical Equipment, Supplies & Distribution"	12/31/2020	03/31/2020	0.345	0.590	-0.100	0.331	0.290	18.000	0.000	2.000	0.161	0.596	0.800	0.230	0.587	0.585	18.000	0.000	1.000	0.142	2.286	2.920	1.200	2.261	1.731	17.000	0.000	2.000	0.409	2.996	3.960	1.950	2.985	2.488	19.000	2.000	2.000	0.509	4.069	4.584	3.540	4.091	3.413	12.000	0.000	2.000	0.286	51.950	79.600	24.300	51.950	2.000	0.000	0.000	39.103	04/28/2020	0.440	0.297	0.143	207.700	0.131	2.300	02/13/2020	1.150	0.412	0.738	55.800	0.136	3.000
"Electronic Arts Inc."	"EA"	"M - Nasdaq"	"57  - Technology"	"57201020 - Software"	03/31/2021	03/31/2020	0.698	0.910	0.180	0.593	0.335	29.000	8.000	0.000	0.123	1.071	1.240	0.910	1.068	1.057	29.000	5.000	3.000	0.080	4.988	5.520	4.400	4.961	4.878	30.000	9.000	6.000	0.200	5.666	6.810	4.990	5.652	5.646	27.000	11.000	9.000	0.385	6.350	7.986	5.050	6.365	6.427	12.000	4.000	2.000	0.697	12.326	18.478	8.200	9.250	3.000	1.000	1.000	5.430	05/05/2020	1.080	0.100	0.980	10.200	0.069	1.400	01/30/2020	2.520	0.009	2.511	0.400	0.045	0.200
"eBay Inc"	"EBAY"	"M - Nasdaq"	"57  - Technology"	"57201030 - Online Services"	12/31/2020	03/31/2020	0.965	1.070	0.760	0.781	0.685	28.000	20.000	0.000	0.129	0.767	0.950	0.609	0.709	0.698	27.000	18.000	0.000	0.082	3.308	3.750	2.720	3.072	2.912	28.000	21.000	0.000	0.240	3.646	4.320	2.880	3.412	3.301	31.000	20.000	0.000	0.343	3.984	4.800	3.030	3.700	3.661	17.000	10.000	1.000	0.486	9.777	15.700	4.600	9.758	3.000	1.000	0.000	5.588	04/29/2020	0.770	0.053	0.717	7.400	0.045	1.200	01/28/2020	0.810	0.054	0.756	7.100	0.011	4.900
"Ecolab Inc."	"ECL"	"N - New York"	"51  - Basic Materials"	"51101030 - Chemicals - Specialty"	12/31/2020	03/31/2020	0.863	1.150	0.640	0.879	1.607	15.000	0.000	3.000	0.151	1.283	1.490	1.080	1.298	1.859	15.000	0.000	3.000	0.112	4.775	5.550	4.180	4.893	6.536	19.000	0.000	5.000	0.362	5.730	6.600	5.000	5.852	7.191	19.000	1.000	4.000	0.403	6.370	6.990	5.650	6.458	7.825	11.000	0.000	2.000	0.397	6.576	15.000	2.900	7.376	4.000	1.000	1.000	5.655	04/28/2020	1.130	0.066	1.064	6.200	0.026	2.500	02/18/2020	1.660	-0.033	1.693	-1.900	0.048	-0.700
"Consolidated Edison, Inc."	"ED"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	0.544	0.630	0.400	0.568	0.575	11.000	1.000	8.000	0.062	1.554	1.650	1.488	1.589	1.565	11.000	2.000	7.000	0.056	4.277	4.490	4.147	4.375	4.439	16.000	1.000	11.000	0.089	4.554	4.690	4.300	4.567	4.616	18.000	1.000	7.000	0.079	4.764	4.914	4.660	4.787	4.804	14.000	0.000	4.000	0.056	2.647	3.000	2.000	2.412	3.000	2.000	0.000	0.561	05/07/2020	1.350	-0.054	1.404	-3.800	0.048	-1.100	02/20/2020	0.870	0.068	0.802	8.500	0.028	2.400
"Equifax Inc."	"EFX"	"N - New York"	"52  - Industrials"	"52203070 - Professional Information Services"	12/31/2020	03/31/2020	0.904	1.160	0.780	0.909	1.480	17.000	4.000	3.000	0.105	1.007	1.232	0.840	1.032	1.487	17.000	4.000	3.000	0.101	4.565	5.300	4.080	4.664	5.864	19.000	5.000	3.000	0.359	5.286	6.290	4.420	5.401	6.598	19.000	4.000	3.000	0.483	6.371	7.440	5.700	6.464	7.440	9.000	3.000	1.000	0.523	0.501	1.742	-1.940	0.501	3.000	0.000	0.000	2.114	04/20/2020	1.400	0.113	1.287	8.800	0.047	2.400	02/12/2020	1.530	0.038	1.492	2.500	0.014	2.700
"Edison International"	"EIX"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	1.125	1.430	0.920	1.119	1.234	9.000	2.000	4.000	0.185	1.463	1.710	1.200	1.465	1.479	9.000	2.000	4.000	0.164	4.416	4.470	4.250	4.458	4.514	14.000	1.000	9.000	0.056	4.587	4.825	4.370	4.632	4.649	16.000	2.000	6.000	0.146	4.788	5.113	4.530	4.777	4.720	12.000	2.000	2.000	0.162	3.300	3.300	3.300	3.300	1.000	1.000	1.000	-9999999999.990	04/30/2020	0.630	-0.160	0.790	-20.300	0.113	-1.400	02/27/2020	0.990	-0.008	0.998	-0.800	0.123	-0.100
"Estee Lauder Companies Inc"	"EL"	"N - New York"	"54  - Consumer Non-Cyclicals"	"54201020 - Personal Products"	06/30/2020	03/31/2020	-0.133	0.200	-0.763	-0.107	0.736	20.000	1.000	3.000	0.311	1.296	1.680	1.001	1.296	1.815	17.000	1.000	2.000	0.191	4.508	4.980	3.871	4.506	5.982	23.000	2.000	3.000	0.335	5.355	6.130	4.570	5.320	6.646	23.000	3.000	2.000	0.432	6.059	6.800	5.300	6.017	7.332	16.000	2.000	0.000	0.394	5.836	7.407	3.300	7.729	3.000	1.000	2.000	2.217	05/01/2020	0.850	0.124	0.726	17.100	0.330	0.400	02/06/2020	2.110	0.208	1.902	10.900	0.041	5.100
"Eastman Chemical Company"	"EMN"	"N - New York"	"51  - Basic Materials"	"51101010 - Chemicals - Commodity"	12/31/2020	03/31/2020	1.059	1.390	0.681	1.063	2.158	19.000	0.000	1.000	0.189	1.370	1.740	1.050	1.378	2.208	19.000	0.000	1.000	0.212	5.882	6.690	5.150	5.894	7.894	20.000	0.000	1.000	0.433	6.903	7.640	6.050	6.922	8.922	20.000	0.000	1.000	0.425	7.891	10.000	7.100	7.949	10.565	10.000	0.000	1.000	0.824	2.610	3.920	1.300	6.790	2.000	0.000	4.000	1.853	04/30/2020	2.030	0.316	1.714	18.400	0.157	2.000	01/30/2020	1.420	0.090	1.330	6.800	0.048	1.900
"Emerson Electric Co."	"EMR"	"N - New York"	"52  - Industrials"	"52102030 - Electrical Components & Equipment"	09/30/2020	03/31/2020	0.591	0.660	0.500	0.594	0.957	21.000	1.000	1.000	0.043	0.864	1.050	0.730	0.875	1.159	21.000	0.000	2.000	0.079	3.013	3.160	2.800	3.033	3.587	23.000	2.000	0.000	0.099	3.182	3.630	2.660	3.175	3.926	24.000	0.000	1.000	0.225	3.689	4.250	3.220	3.636	4.352	12.000	0.000	1.000	0.310	1.468	4.340	-0.500	1.468	3.000	0.000	0.000	2.544	04/21/2020	0.890	0.152	0.738	20.600	0.056	2.700	02/04/2020	0.670	-0.001	0.671	-0.100	0.013	-0.100
"EOG Resources Inc"	"EOG"	"N - New York"	"50  - Energy"	"50102020 - Oil & Gas - Exploration and Production"	12/31/2020	03/31/2020	-0.081	0.330	-0.390	-0.012	1.110	24.000	8.000	14.000	0.159	-0.117	0.223	-0.710	-0.100	1.184	24.000	14.000	10.000	0.189	0.162	1.030	-1.170	0.426	4.795	27.000	12.000	17.000	0.470	0.705	4.220	-1.650	0.921	5.364	30.000	15.000	14.000	1.198	2.568	5.080	0.080	2.812	6.675	18.000	9.000	8.000	1.413	-6.436	5.000	-20.200	-10.300	3.000	2.000	2.000	12.760	05/07/2020	0.550	-0.108	0.658	-16.400	0.149	-0.700	02/27/2020	1.350	0.200	1.150	17.400	0.156	1.300
"Equinix Inc"	"EQIX"	"M - Nasdaq"	"55  - Financials"	"55403020 - REITs - Commercial"	12/31/2020	03/31/2020	1.609	1.780	1.280	1.751	1.974	15.000	0.000	7.000	0.127	1.690	1.850	1.540	1.804	1.995	15.000	0.000	7.000	0.106	6.550	7.583	5.730	7.167	7.860	20.000	0.000	10.000	0.473	8.506	10.130	5.650	8.985	9.331	21.000	1.000	9.000	1.079	9.958	12.610	7.070	10.933	10.312	10.000	1.000	4.000	1.551	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/06/2020	1.380	-0.431	1.811	-23.800	0.167	-2.600	02/12/2020	1.460	-0.103	1.563	-6.600	0.204	-0.500
"Equity Residential"	"EQR"	"N - New York"	"55  - Financials"	"55403030 - REITs - Residential"	12/31/2020	03/31/2020	0.340	0.810	0.190	0.296	0.364	9.000	2.000	1.000	0.181	0.350	0.750	0.260	0.318	0.384	10.000	0.000	3.000	0.143	1.573	3.120	1.070	1.397	1.505	11.000	3.000	1.000	0.564	1.465	3.170	1.090	1.383	1.617	13.000	0.000	4.000	0.555	2.036	3.440	1.240	1.664	-9999999999.990	3.000	0.000	2.000	1.220	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/05/2020	0.830	0.501	0.329	152.300	0.046	10.900	01/28/2020	0.770	0.417	0.353	118.100	0.034	12.300
"Eversource Energy"	"ES"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	0.787	0.850	0.640	0.789	0.786	14.000	3.000	2.000	0.051	1.031	1.120	0.980	1.015	1.025	14.000	3.000	3.000	0.037	3.649	3.700	3.589	3.648	3.655	20.000	4.000	4.000	0.023	3.887	4.000	3.820	3.881	3.891	18.000	3.000	3.000	0.041	4.113	4.150	4.049	4.122	4.114	14.000	0.000	4.000	0.028	5.917	6.300	5.300	5.727	3.000	2.000	1.000	0.540	05/06/2020	1.020	0.009	1.011	0.900	0.025	0.400	02/19/2020	0.760	-0.010	0.770	-1.300	0.014	-0.700
"Essex Property Trust Inc"	"ESS"	"N - New York"	"55  - Financials"	"55403030 - REITs - Residential"	12/31/2020	03/31/2020	1.077	1.250	0.850	1.198	1.447	6.000	0.000	5.000	0.170	1.020	1.260	0.810	1.268	1.460	6.000	0.000	5.000	0.200	8.029	8.460	7.330	5.352	5.878	6.000	7.000	0.000	0.467	4.610	5.350	3.490	5.641	6.713	7.000	0.000	7.000	0.798	5.134	5.952	3.910	5.571	-9999999999.990	3.000	0.000	3.000	1.080	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/06/2020	4.760	3.250	1.510	215.200	0.026	125.000	01/29/2020	1.950	0.564	1.386	40.700	0.082	6.900
"E*TRADE Financial Corp"	"ETFC"	"M - Nasdaq"	"55  - Financials"	"55102010 - Investment Banking & Brokerage Services"	12/31/2020	03/31/2020	0.744	0.818	0.600	0.740	0.853	12.000	3.000	1.000	0.062	0.611	0.740	0.490	0.619	0.772	12.000	2.000	2.000	0.076	2.766	3.210	2.300	2.807	3.393	12.000	2.000	2.000	0.228	2.493	2.857	1.800	2.522	3.418	14.000	3.000	1.000	0.284	2.543	3.180	1.580	2.542	3.260	6.000	1.000	0.000	0.565	-4.319	0.964	-7.920	-4.359	3.000	1.000	0.000	4.675	04/23/2020	0.720	-0.189	0.909	-20.800	0.058	-3.300	01/23/2020	0.760	-0.068	0.828	-8.200	0.022	-3.100
"Eaton Corporation PLC"	"ETN"	"N - New York"	"52  - Industrials"	"52102030 - Electrical Components & Equipment"	12/31/2020	03/31/2020	0.547	0.730	0.350	0.585	1.527	22.000	1.000	7.000	0.100	0.885	1.070	0.740	0.903	1.580	22.000	2.000	6.000	0.101	3.627	4.551	3.147	3.706	5.942	25.000	1.000	8.000	0.314	4.687	5.400	3.950	4.789	6.383	25.000	1.000	7.000	0.399	5.539	6.450	4.900	5.551	7.335	12.000	2.000	2.000	0.505	4.695	7.000	1.970	4.695	3.000	0.000	0.000	2.541	04/30/2020	1.090	0.021	1.069	2.000	0.042	0.500	02/04/2020	1.370	-0.035	1.405	-2.500	0.027	-1.300
"Entergy Corporation"	"ETR"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	1.225	1.432	1.010	1.255	1.442	11.000	0.000	2.000	0.148	2.510	2.740	2.260	2.482	2.463	11.000	1.000	2.000	0.130	5.543	5.659	5.425	5.549	5.601	14.000	2.000	1.000	0.073	5.913	6.021	5.739	5.909	5.959	15.000	1.000	3.000	0.074	6.321	6.420	6.148	6.319	6.330	14.000	1.000	2.000	0.067	5.700	5.700	5.700	6.000	1.000	0.000	1.000	-9999999999.990	05/11/2020	1.140	0.215	0.925	23.200	0.105	2.000	02/19/2020	0.680	0.016	0.664	2.400	0.030	0.500
"Evergy Inc"	"EVRG"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	0.695	0.750	0.610	0.691	0.692	5.000	0.000	2.000	0.051	1.646	1.780	1.561	1.644	1.556	5.000	1.000	2.000	0.084	3.053	3.120	2.900	3.056	3.107	8.000	1.000	2.000	0.069	3.221	3.270	3.100	3.208	3.228	8.000	2.000	0.000	0.058	3.395	3.460	3.350	3.387	3.374	4.000	1.000	0.000	0.048	3.900	3.900	3.900	3.900	1.000	1.000	0.000	-9999999999.990	05/06/2020	0.410	-0.014	0.424	-3.300	0.027	-0.500	03/02/2020	0.320	0.010	0.310	3.200	0.064	0.200
"Edwards Lifesciences Corp"	"EW"	"N - New York"	"56  - Healthcare"	"56101010 - Advanced Medical Equipment & Technology"	12/31/2020	03/31/2020	0.175	0.230	0.090	0.479	1.544	8.000	0.000	7.000	0.048	0.381	0.450	0.260	1.173	1.494	8.000	0.000	7.000	0.061	1.600	1.678	1.180	4.809	6.146	10.000	0.000	10.000	0.151	2.550	6.780	1.720	6.437	6.876	11.000	0.000	11.000	1.412	3.748	7.900	1.850	7.521	7.680	12.000	0.000	8.000	2.375	9.673	12.400	8.200	10.284	3.000	1.000	0.000	2.364	04/23/2020	1.510	0.176	1.334	13.200	0.192	0.900	01/30/2020	1.460	-0.026	1.486	-1.700	0.025	-1.000
"Exelon Corporation"	"EXC"	"M - Nasdaq"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	0.469	0.635	0.380	0.596	0.620	13.000	0.000	11.000	0.088	0.901	0.994	0.820	0.939	0.939	13.000	2.000	9.000	0.056	2.962	3.030	2.850	3.043	3.116	18.000	1.000	15.000	0.044	2.955	3.059	2.820	2.966	2.993	18.000	4.000	9.000	0.060	2.937	3.220	2.320	2.989	3.070	16.000	4.000	9.000	0.211	-3.602	-3.504	-3.700	-2.450	2.000	2.000	1.000	0.139	05/08/2020	0.870	0.024	0.846	2.800	0.024	1.000	02/11/2020	0.830	0.101	0.729	13.900	0.042	2.400
"Expeditors International of Ws"	"EXPD"	"M - Nasdaq"	"52  - Industrials"	"52405010 - Courier, Postal, Air Freight & Land-based Logistics"	12/31/2020	03/31/2020	0.652	0.780	0.370	0.692	0.822	12.000	7.000	5.000	0.111	0.793	0.900	0.670	0.846	0.928	12.000	3.000	8.000	0.061	3.028	3.300	2.550	3.044	3.716	15.000	1.000	2.000	0.188	3.516	3.870	3.380	3.602	3.752	14.000	4.000	8.000	0.138	3.770	4.022	3.590	3.842	3.950	6.000	2.000	4.000	0.170	4.434	5.867	3.000	4.951	2.000	1.000	2.000	2.027	05/05/2020	0.710	0.073	0.637	11.500	0.047	1.600	02/18/2020	0.790	-0.064	0.854	-7.500	0.076	-0.800
"Expedia Group Inc"	"EXPE"	"M - Nasdaq"	"53  - Consumer Cyclicals"	"53301040 - Leisure & Recreation"	12/31/2020	03/31/2020	-3.464	-0.850	-8.200	-1.706	1.847	26.000	6.000	20.000	1.457	-0.619	1.150	-3.720	1.121	4.004	26.000	6.000	20.000	1.072	-6.386	-0.930	-17.400	-0.667	6.919	27.000	5.000	23.000	3.231	3.025	6.860	-0.540	5.085	8.235	29.000	8.000	21.000	1.858	5.976	10.110	2.104	6.481	8.677	19.000	7.000	11.000	1.926	8.700	10.000	7.400	-8.723	2.000	3.000	0.000	1.838	05/20/2020	-1.830	-0.603	-1.227	-49.100	0.594	-1.000	02/13/2020	1.240	0.052	1.188	4.400	0.143	0.400
"Extra Space Storage, Inc."	"EXR"	"N - New York"	"55  - Financials"	"55403040 - REITs - Specialized"	12/31/2020	03/31/2020	0.713	0.790	0.640	0.713	0.793	4.000	0.000	0.000	0.078	0.793	0.820	0.770	0.793	0.837	4.000	0.000	0.000	0.021	3.079	3.200	2.960	3.083	3.169	5.000	0.000	2.000	0.093	3.168	3.340	2.890	3.189	3.270	5.000	0.000	2.000	0.188	3.147	3.430	2.850	3.174	3.494	4.000	0.000	1.000	0.237	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/06/2020	0.830	0.072	0.758	9.500	0.010	7.200	02/18/2020	0.820	0.025	0.795	3.100	0.006	4.200
