"Analog Devices, Inc."	"ADI"	"M - Nasdaq"	"57  - Technology"	"57101010 - Semiconductors"	10/31/2020	04/30/2020	1.078	1.090	1.024	1.034	1.169	21.000	15.000	8.000	0.013	1.054	1.190	0.800	1.178	1.333	21.000	12.000	11.000	0.077	4.266	4.490	3.938	4.297	4.644	24.000	17.000	9.000	0.100	5.010	5.490	4.280	5.142	5.613	25.000	14.000	10.000	0.290	5.671	6.200	5.350	5.583	6.153	6.000	3.000	1.000	0.298	6.390	6.390	6.390	6.950	1.000	0.000	2.000	-9999999999.990	05/20/2020	1.080	0.052	1.028	5.100	0.111	0.500	02/19/2020	1.030	0.032	0.998	3.200	0.005	6.400
"Archer Daniels Midland Co"	"ADM"	"N - New York"	"54  - Consumer Non-Cyclicals"	"54102020 - Food Processing"	12/31/2020	03/31/2020	0.501	0.600	0.420	0.661	0.803	10.000	1.000	7.000	0.066	0.765	0.840	0.650	0.800	0.895	9.000	1.000	6.000	0.061	2.821	3.040	2.330	2.986	3.260	13.000	1.000	9.000	0.184	3.317	3.700	2.800	3.441	3.611	13.000	2.000	8.000	0.262	3.710	3.990	3.460	3.797	4.100	3.000	1.000	1.000	0.266	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	04/29/2020	0.640	0.091	0.549	16.600	0.047	1.900	01/29/2020	0.810	0.122	0.688	17.700	0.062	2.000
"Automatic Data Processing"	"ADP"	"M - Nasdaq"	"57  - Technology"	"57201010 - IT Services & Consulting"	06/30/2020	03/31/2020	0.956	1.080	0.900	0.965	1.338	17.000	1.000	3.000	0.039	1.151	1.280	0.710	1.159	1.434	15.000	0.000	3.000	0.137	5.738	5.860	5.680	5.756	6.119	18.000	1.000	5.000	0.042	5.707	6.500	5.230	5.816	6.747	18.000	0.000	6.000	0.280	6.465	6.940	6.140	6.572	7.504	9.000	0.000	2.000	0.271	12.200	16.000	8.400	12.200	2.000	0.000	1.000	5.374	04/29/2020	1.920	0.027	1.893	1.400	0.050	0.500	01/29/2020	1.520	0.075	1.445	5.200	0.016	4.700
"Alliance Data Systems Corporat"	"ADS"	"N - New York"	"52  - Industrials"	"52203040 - Business Support Services"	12/31/2020	03/31/2020	1.356	4.070	-4.160	1.670	4.860	15.000	0.000	2.000	2.129	2.648	7.020	0.280	2.589	5.427	15.000	1.000	1.000	1.546	7.491	12.110	-1.240	6.691	20.905	15.000	0.000	2.000	3.949	12.693	20.080	7.750	13.324	21.262	15.000	1.000	1.000	3.291	18.340	21.230	11.130	18.824	23.160	7.000	0.000	2.000	3.428	5.775	5.950	5.600	5.600	2.000	0.000	2.000	0.247	04/23/2020	0.750	-2.026	2.776	-73.000	4.119	-0.500	01/30/2020	4.120	-0.223	4.343	-5.100	0.742	-0.300
"Autodesk, Inc."	"ADSK"	"M - Nasdaq"	"57  - Technology"	"57201020 - Software"	01/31/2021	04/30/2020	0.896	0.920	0.860	0.974	1.069	21.000	7.000	13.000	0.018	0.951	1.090	0.850	1.112	1.188	21.000	2.000	19.000	0.055	3.776	3.910	3.650	4.126	4.497	22.000	3.000	20.000	0.091	5.380	6.260	4.300	5.729	6.187	24.000	6.000	17.000	0.418	7.273	7.940	5.860	7.308	7.984	14.000	5.000	5.000	0.626	32.980	36.800	29.200	81.910	3.000	1.000	3.000	3.800	05/27/2020	0.850	0.049	0.801	6.100	0.050	1.000	02/27/2020	0.920	0.029	0.891	3.300	0.021	1.400
"Ameren Corp"	"AEE"	"N - New York"	"59  - Utilities"	"59104010 - Utilities - Multiline"	12/31/2020	03/31/2020	0.834	0.970	0.743	0.823	0.827	9.000	3.000	4.000	0.083	1.548	1.670	1.400	1.525	1.570	9.000	5.000	2.000	0.081	3.427	3.500	3.270	3.438	3.483	12.000	1.000	5.000	0.059	3.755	3.863	3.660	3.766	3.789	13.000	2.000	3.000	0.056	4.023	4.154	3.900	4.023	4.018	9.000	2.000	2.000	0.072	5.900	6.600	5.200	6.500	2.000	2.000	0.000	0.990	05/11/2020	0.590	-0.114	0.704	-16.200	0.029	-3.900	02/26/2020	0.380	0.068	0.312	21.800	0.021	3.200
"American Electric Power Compan"	"AEP"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	1.001	1.060	0.920	0.985	0.999	9.000	3.000	4.000	0.050	1.433	1.570	1.250	1.442	1.449	9.000	5.000	4.000	0.109	4.265	4.370	4.090	4.294	4.376	15.000	2.000	8.000	0.075	4.633	4.700	4.490	4.632	4.672	16.000	0.000	6.000	0.056	4.981	5.130	4.910	4.964	4.927	13.000	0.000	4.000	0.061	5.880	6.400	5.400	6.000	5.000	0.000	2.000	0.421	05/06/2020	1.020	-0.075	1.095	-6.800	0.064	-1.200	02/20/2020	0.600	0.019	0.581	3.300	0.023	0.800
"AES Corp"	"AES"	"N - New York"	"59  - Utilities"	"59101010 - Utilities - Electric"	12/31/2020	03/31/2020	0.277	0.280	0.270	0.308	0.300	3.000	0.000	2.000	0.006	0.467	0.490	0.450	0.477	0.465	3.000	0.000	1.000	0.021	1.380	1.420	1.360	1.431	1.439	8.000	0.000	5.000	0.020	1.554	1.600	1.510	1.569	1.560	8.000	0.000	4.000	0.032	1.690	1.730	1.660	1.698	1.690	7.000	0.000	3.000	0.022	7.100	7.100	7.100	7.700	1.000	0.000	2.000	-9999999999.990	05/07/2020	0.290	-0.003	0.293	-1.000	0.030	-0.100	02/28/2020	0.350	0.022	0.328	6.700	0.010	2.200
"AFLAC Incorporated"	"AFL"	"N - New York"	"55  - Financials"	"55301030 - Insurance - Life & Health"	12/31/2020	03/31/2020	1.062	1.120	0.960	1.058	1.139	13.000	1.000	0.000	0.054	1.062	1.110	0.970	1.060	1.126	13.000	1.000	0.000	0.037	4.342	4.450	4.140	4.339	4.485	13.000	1.000	0.000	0.100	4.466	4.650	4.210	4.455	4.678	13.000	1.000	0.000	0.125	4.700	4.900	4.550	4.756	4.890	4.000	1.000	2.000	0.158	1.600	1.600	1.600	1.881	1.000	1.000	0.000	-9999999999.990	04/29/2020	1.210	0.107	1.103	9.700	0.038	2.800	02/04/2020	1.030	0.010	1.020	1.000	0.028	0.400
"American International Group I"	"AIG"	"N - New York"	"55  - Financials"	"55301010 - Insurance - Multiline & Brokers"	12/31/2020	03/31/2020	0.749	1.120	0.040	0.681	1.281	15.000	1.000	3.000	0.276	0.929	1.100	0.790	0.944	1.230	15.000	0.000	4.000	0.095	2.781	3.250	2.200	2.775	5.076	17.000	0.000	6.000	0.294	4.553	5.240	3.900	4.608	5.736	17.000	3.000	2.000	0.349	5.233	5.600	4.810	5.451	5.896	8.000	2.000	6.000	0.272	3.932	4.974	2.890	4.974	2.000	1.000	1.000	1.474	05/04/2020	0.110	-0.606	0.716	-84.600	0.274	-2.200	02/13/2020	1.030	0.030	1.000	3.000	0.069	0.400
"Apartment Investment and Manag"	"AIV"	"N - New York"	"55  - Financials"	"55403030 - REITs - Residential"	12/31/2020	03/31/2020	0.018	0.050	-0.030	0.058	0.040	4.000	0.000	4.000	0.039	-0.018	0.010	-0.070	0.050	0.053	4.000	0.000	4.000	0.038	0.052	0.180	-0.060	0.233	0.188	5.000	0.000	4.000	0.107	0.069	0.430	-0.140	0.202	0.270	6.000	0.000	4.000	0.202	0.244	0.281	0.200	0.404	-9999999999.990	3.000	1.000	2.000	0.041	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/07/2020	0.040	-0.100	0.140	-71.400	-9999999999.990	0.000	01/30/2020	0.900	0.717	0.183	391.800	0.126	5.700
"Assurant, Inc."	"AIZ"	"N - New York"	"55  - Financials"	"55301010 - Insurance - Multiline & Brokers"	12/31/2020	03/31/2020	2.340	2.450	2.250	2.417	2.560	3.000	1.000	2.000	0.101	1.953	2.040	1.890	1.863	2.170	3.000	2.000	1.000	0.078	9.250	9.500	9.100	9.120	9.665	3.000	2.000	1.000	0.218	10.655	11.120	10.400	10.540	11.065	4.000	2.000	2.000	0.321	12.195	12.440	11.950	11.520	12.010	2.000	2.000	0.000	0.346	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/05/2020	2.640	0.215	2.425	8.900	0.093	2.300	02/11/2020	2.250	-0.140	2.390	-5.900	0.120	-1.200
"Arthur J Gallagher & Co"	"AJG"	"N - New York"	"55  - Financials"	"55301010 - Insurance - Multiline & Brokers"	12/31/2020	03/31/2020	0.687	0.860	0.600	0.676	0.791	12.000	3.000	6.000	0.078	0.803	0.930	0.680	0.804	0.907	12.000	3.000	5.000	0.072	3.929	4.300	3.650	3.862	4.151	13.000	5.000	4.000	0.179	4.176	4.380	3.990	4.297	4.679	13.000	3.000	7.000	0.116	4.425	4.765	4.200	4.510	4.984	5.000	1.000	2.000	0.235	7.157	9.533	4.780	6.289	2.000	1.000	1.000	3.361	04/30/2020	1.830	0.099	1.731	5.700	0.032	3.100	01/30/2020	0.580	0.057	0.523	10.900	0.029	2.000
"Akamai Technologies, Inc."	"AKAM"	"M - Nasdaq"	"57  - Technology"	"57201010 - IT Services & Consulting"	12/31/2020	03/31/2020	1.214	1.270	1.176	1.214	1.170	20.000	0.000	0.000	0.020	1.194	1.300	1.080	1.194	1.219	20.000	0.000	0.000	0.054	4.928	5.180	4.710	4.928	4.886	20.000	0.000	0.000	0.109	5.351	5.700	5.046	5.351	5.327	20.000	0.000	0.000	0.150	5.918	6.250	5.670	5.918	5.796	8.000	0.000	0.000	0.205	11.268	13.000	8.072	11.268	4.000	0.000	0.000	2.182	04/28/2020	1.200	0.043	1.157	3.700	0.032	1.300	02/11/2020	1.230	0.100	1.130	8.800	0.012	8.300
"Albemarle Corporation"	"ALB"	"N - New York"	"51  - Basic Materials"	"51101010 - Chemicals - Commodity"	12/31/2020	03/31/2020	0.737	0.930	0.430	0.921	1.150	19.000	3.000	13.000	0.117	0.766	1.120	0.180	1.111	1.289	18.000	1.000	16.000	0.260	3.510	4.250	1.850	4.314	4.798	22.000	1.000	20.000	0.576	4.494	6.600	3.530	5.144	5.614	23.000	2.000	19.000	0.609	5.195	6.620	4.050	5.583	6.895	11.000	2.000	7.000	0.802	15.000	15.000	15.000	15.000	1.000	1.000	1.000	-9999999999.990	05/06/2020	1.000	0.172	0.828	20.800	0.096	1.800	02/19/2020	1.730	-0.010	1.740	-0.600	0.063	-0.200
"Align Technology, Inc."	"ALGN"	"M - Nasdaq"	"56  - Healthcare"	"56101020 - Medical Equipment, Supplies & Distribution"	12/31/2020	03/31/2020	-0.036	0.568	-1.020	-0.034	1.606	14.000	0.000	1.000	0.502	0.693	1.750	-0.570	0.693	1.634	14.000	0.000	1.000	0.638	2.987	4.860	0.130	2.983	6.455	15.000	1.000	0.000	1.330	6.929	8.680	5.760	6.880	7.887	14.000	1.000	0.000	0.773	8.977	11.670	6.660	8.847	9.713	10.000	1.000	0.000	1.312	17.336	18.300	16.372	17.424	2.000	0.000	0.000	1.363	04/29/2020	0.730	-0.272	1.002	-27.100	0.262	-1.000	01/29/2020	1.530	0.134	1.396	9.600	0.022	6.100
"Alaska Air Group, Inc."	"ALK"	"N - New York"	"52  - Industrials"	"52406010 - Airlines"	12/31/2020	03/31/2020	-3.748	-1.890	-5.786	-3.613	2.404	13.000	3.000	7.000	1.150	-1.392	1.500	-3.950	-0.980	2.661	13.000	3.000	6.000	1.354	-6.268	-1.320	-11.241	-5.018	6.947	13.000	2.000	7.000	2.675	2.726	5.550	-4.870	2.824	7.699	13.000	0.000	3.000	2.560	4.772	7.750	0.030	5.417	7.750	6.000	1.000	2.000	2.786	-4.202	18.800	-19.300	1.238	4.000	1.000	2.000	16.496	05/05/2020	-0.820	0.313	-1.133	27.600	0.510	0.600	01/28/2020	1.460	0.047	1.413	3.300	0.043	1.100
"Allstate Corp"	"ALL"	"N - New York"	"55  - Financials"	"55301020 - Insurance - Property & Casualty"	12/31/2020	03/31/2020	1.809	2.740	0.850	2.404	2.057	12.000	2.000	10.000	0.577	2.482	3.200	2.080	2.358	2.299	12.000	5.000	5.000	0.353	10.936	11.900	10.150	11.282	10.373	14.000	2.000	11.000	0.517	10.884	12.200	9.420	10.740	10.900	14.000	3.000	6.000	0.628	11.250	12.450	10.250	11.207	11.607	6.000	3.000	4.000	0.869	2.381	8.000	-0.570	-0.740	3.000	1.000	2.000	4.868	05/05/2020	3.540	0.044	3.496	1.300	0.598	0.100	02/04/2020	3.130	-0.107	3.237	-3.300	0.282	-0.400
"Allegion PLC"	"ALLE"	"N - New York"	"57  - Technology"	"57102010 - Communications & Networking"	12/31/2020	03/31/2020	0.830	0.993	0.630	0.830	1.396	11.000	0.000	0.000	0.115	1.124	1.240	0.940	1.122	1.498	11.000	0.000	0.000	0.086	4.118	4.440	3.590	4.115	5.312	12.000	0.000	0.000	0.226	4.442	5.110	3.700	4.434	5.661	12.000	0.000	1.000	0.405	4.893	6.090	4.250	4.850	-9999999999.990	6.000	0.000	1.000	0.674	3.007	8.215	-2.200	3.558	2.000	0.000	1.000	7.365	04/23/2020	1.040	0.151	0.889	17.000	0.060	2.500	02/18/2020	1.280	-0.008	1.288	-0.600	0.026	-0.300
"Alexion Pharmaceuticals, Inc."	"ALXN"	"M - Nasdaq"	"56  - Healthcare"	"56201040 - Pharmaceuticals"	12/31/2020	03/31/2020	2.584	3.020	2.330	2.696	2.749	21.000	5.000	12.000	0.172	2.577	2.960	2.360	2.779	2.795	21.000	3.000	14.000	0.140	10.906	11.990	10.440	11.015	11.045	25.000	6.000	13.000	0.303	11.691	14.730	8.130	11.911	12.159	25.000	6.000	14.000	1.303	12.847	15.780	9.270	12.968	12.980	22.000	6.000	10.000	1.596	12.600	23.000	6.500	13.096	6.000	4.000	1.000	7.047	05/06/2020	3.220	0.509	2.711	18.800	0.087	5.900	01/30/2020	2.710	0.106	2.604	4.100	0.143	0.700
"Applied Materials, Inc."	"AMAT"	"M - Nasdaq"	"57  - Technology"	"57101020 - Semiconductor Equipment & Testing"	10/31/2020	04/30/2020	0.951	1.050	0.870	0.928	1.064	22.000	9.000	13.000	0.037	1.013	1.160	0.860	0.940	0.945	22.000	12.000	8.000	0.079	3.801	3.980	3.640	3.777	3.385	24.000	10.000	12.000	0.088	4.280	4.900	3.700	4.340	4.166	23.000	9.000	11.000	0.337	4.877	5.600	4.120	4.673	-9999999999.990	11.000	5.000	4.000	0.461	19.600	20.000	19.200	19.097	2.000	1.000	2.000	0.566	05/14/2020	0.890	-0.048	0.938	-5.100	0.132	-0.400	02/12/2020	0.980	0.054	0.926	5.800	0.014	3.900
"Advanced Micro Devices, Inc."	"AMD"	"M - Nasdaq"	"57  - Technology"	"57101010 - Semiconductors"	12/31/2020	03/31/2020	0.161	0.210	0.120	0.161	0.234	31.000	1.000	0.000	0.017	0.313	0.400	0.260	0.317	0.349	31.000	1.000	2.000	0.028	1.028	1.200	0.830	1.034	1.093	35.000	1.000	0.000	0.065	1.518	2.120	1.250	1.514	1.418	35.000	0.000	0.000	0.223	1.879	2.260	1.400	1.860	-9999999999.990	13.000	1.000	0.000	0.285	35.558	47.800	20.000	35.566	5.000	1.000	0.000	10.688	04/28/2020	0.180	0.000	0.180	0.000	0.014	0.000	01/28/2020	0.320	0.013	0.307	4.200	0.018	0.700
"AMETEK, Inc."	"AME"	"N - New York"	"52  - Industrials"	"52102030 - Electrical Components & Equipment"	12/31/2020	03/31/2020	0.726	0.975	0.650	0.800	1.048	16.000	5.000	11.000	0.075	0.885	1.025	0.790	0.917	1.091	16.000	6.000	9.000	0.059	3.570	3.800	3.400	3.660	4.270	15.000	6.000	11.000	0.102	4.024	4.470	3.700	4.177	4.575	16.000	4.000	11.000	0.207	4.345	4.440	4.250	4.500	4.830	2.000	1.000	1.000	0.134	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	-9999999999.990	05/05/2020	1.020	0.055	0.965	5.700	0.067	0.800	02/05/2020	1.080	0.054	1.026	5.300	0.010	5.400
"Amgen, Inc."	"AMGN"	"M - Nasdaq"	"56  - Healthcare"	"56201040 - Pharmaceuticals"	12/31/2020	03/31/2020	3.823	4.210	3.260	3.809	4.119	22.000	3.000	3.000	0.255	3.893	4.260	3.610	3.872	3.930	22.000	3.000	1.000	0.170	15.570	16.270	14.890	15.568	15.780	28.000	2.000	3.000	0.312	16.911	19.300	15.590	16.962	17.000	28.000	1.000	4.000	0.938	18.175	22.750	14.240	18.336	18.475	24.000	1.000	4.000	1.806	5.945	7.100	5.100	6.259	5.000	3.000	3.000	0.751	04/30/2020	4.170	0.407	3.763	10.800	0.218	1.900	01/30/2020	3.640	0.175	3.465	5.100	0.154	1.100
"Ameriprise Financial, Inc."	"AMP"	"N - New York"	"55  - Financials"	"55102020 - Investment Management & Fund Operators"	12/31/2020	03/31/2020	3.587	3.790	3.380	3.495	4.260	11.000	6.000	5.000	0.143	3.804	4.180	3.620	3.616	4.405	11.000	9.000	2.000	0.166	16.428	17.560	12.790	15.011	17.446	12.000	10.000	2.000	1.225	16.937	19.760	12.230	16.603	19.518	13.000	9.000	2.000	1.827	19.244	20.980	18.300	19.537	21.399	5.000	2.000	1.000	1.036	11.557	11.557	11.557	11.557	1.000	0.000	1.000	-9999999999.990	05/06/2020	5.410	1.467	3.943	37.200	0.266	5.500	01/29/2020	4.200	-0.075	4.275	-1.800	0.079	-0.900
"American Tower Corp"	"AMT"	"N - New York"	"55  - Financials"	"55403040 - REITs - Specialized"	12/31/2020	03/31/2020	1.042	1.110	0.980	1.041	1.125	11.000	0.000	2.000	0.043	1.085	1.120	1.050	1.089	1.160	11.000	1.000	1.000	0.023	4.192	4.350	4.100	4.199	4.478	13.000	0.000	2.000	0.087	4.890	5.300	4.440	4.873	5.117	16.000	2.000	0.000	0.287	5.590	6.050	5.060	5.562	5.717	10.000	2.000	0.000	0.368	14.880	20.000	11.540	20.450	3.000	0.000	1.000	4.502	04/29/2020	0.930	-0.117	1.047	-11.200	0.065	-1.800	02/25/2020	1.260	0.232	1.028	22.600	0.039	5.900
"Amazon.com, Inc."	"AMZN"	"M - Nasdaq"	"53  - Consumer Cyclicals"	"53402010 - Retailers - Department Stores"	12/31/2020	03/31/2020	1.267	3.490	-2.380	1.270	6.025	37.000	0.000	1.000	1.225	4.615	9.000	1.450	4.596	6.885	37.000	2.000	0.000	1.762	18.861	27.860	10.820	18.851	27.293	41.000	2.000	0.000	3.880	37.538	60.220	17.850	37.480	39.408	43.000	2.000	0.000	6.581	54.226	85.770	27.530	54.059	55.416	27.000	2.000	0.000	9.378	34.000	40.400	25.000	33.167	3.000	2.000	5.000	8.022	04/30/2020	5.010	-1.239	6.249	-19.800	0.623	-2.000	01/30/2020	6.470	2.442	4.028	60.600	0.591	4.100
"Arista Networks Inc"	"ANET"	"N - New York"	"57  - Technology"	"57102010 - Communications & Networking"	12/31/2020	03/31/2020	1.946	2.050	1.900	1.903	2.019	25.000	11.000	13.000	0.033	2.133	2.460	1.760	2.163	2.250	25.000	7.000	18.000	0.130	8.422	9.110	8.020	8.242	8.544	27.000	14.000	12.000	0.264	9.588	11.080	8.640	9.720	9.934	29.000	8.000	17.000	0.560	10.916	12.610	9.670	10.829	10.809	8.000	3.000	2.000	0.919	7.908	16.000	1.500	4.978	4.000	2.000	0.000	6.134	05/05/2020	2.020	0.210	1.810	11.600	0.107	2.000	02/13/2020	2.290	0.194	2.096	9.300	0.041	4.700
"ANSYS, Inc."	"ANSS"	"M - Nasdaq"	"57  - Technology"	"57201020 - Software"	12/31/2020	03/31/2020	1.164	1.260	1.080	1.426	1.495	13.000	1.000	12.000	0.050	1.414	1.530	1.270	1.505	1.513	13.000	4.000	9.000	0.075	5.958	6.160	5.820	6.261	6.401	14.000	0.000	14.000	0.102	6.887	7.350	6.180	7.071	7.187	15.000	5.000	9.000	0.307	7.746	8.330	7.010	7.867	7.922	7.000	2.000	3.000	0.439	7.100	7.100	7.100	7.100	1.000	1.000	0.000	-9999999999.990	05/06/2020	0.830	0.032	0.798	4.000	0.034	0.900	02/26/2020	2.240	0.261	1.979	13.200	0.034	7.700
