Code,Exchange
UNH,US
ABT,US
TMO,US
DHR,US
MDT,US
CVS,US
ISRG,US
SYK,US
CI,US
BDX,US
ILMN,US
ANTM,US
HCA,US
BSX,US
EW,US
PHG,US
HUM,US
ALGN,US
VEEV,US
IDXX,US
