Code,Exchange
BHP,US
BBL,US
RIO,US
SHW,US
ECL,US
APD,US
SCCO,US
DD,US
NEM,US
FCX,US
DOW,US
GOLD,US
CRH,US
PPG,US
LYB,US
BLL,US
MT,US
VMC,US
MLM,US
IP,US
